filename,n_sequences,alignment_length,best_model,log_likelihood,aic_score,bic_score,method,freq_A,freq_R,freq_N,freq_D,freq_C,freq_Q,freq_E,freq_G,freq_H,freq_I,freq_L,freq_K,freq_M,freq_F,freq_P,freq_S,freq_T,freq_W,freq_Y,freq_V,gamma_shape,prop_invariant,insertion_rate,deletion_rate,insertion_events,deletion_events,mean_insertion_length,mean_deletion_length,total_gaps,indel_to_substitution_ratio,rf_length_distance
8226_NT_AL_AA.fasta,166,230,LG+G4,-10152.8288,20965.6575,22100.2237,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6567,0.0,0.00785751702462022,0.010476689366160300,3,4,4.947528517110270,6.184410646387830,3253,1.21756070409796E-05,316
54821_NT_AL_AA.fasta,179,1499,LG+I+G4,-55943.6557,112601.3113,114497.8929,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0,0.1648,0.01826170892326730,0.018634396860476800,49,50,5.205117469178880,6.506396836473600,55942,2.86391376090312E-05,344
5456_NT_AL_AA.fasta,176,363,LG+I+G4+F,-3217.7403,7175.4806,8616.4096,ModelTest-NG,0.0671,0.039,0.0316,0.0486,0.0165,0.0663,0.0484,0.0681,0.058,0.0277,0.0941,0.0556,0.0142,0.0278,0.0818,0.1149,0.0628,0.0138,0.0138,0.05,0.823,0.4664,0.0015652391685449500,0.009391435011269720,1,6,2.9952380952381000,3.744047619047620,629,4.06740267286461E-05,338
79649_NT_AL_AA.fasta,159,1442,LG+I+G4,-46238.3769,93110.7539,94782.5441,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,2.1038,0.022,0.026169104754926300,0.02660525650084180,60,61,10.883035915970200,13.603794894962700,120448,4.8836559775142E-05,308
51566_NT_AL_AA.fasta,172,383,LG+I+G4,-5417.5386,11521.0772,12875.2532,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7394,0.3204,0.003036007043536340,0.009108021130609020,2,6,1.7572254335260100,2.1965317919075100,760,2.90878416457901E-05,332
9823_NT_AL_AA.fasta,172,836,LG+I+G4+F,-20374.1629,41472.3258,43184.0893,ModelTest-NG,0.1417,0.0469,0.0493,0.0388,0.0086,0.0312,0.0628,0.0908,0.0099,0.0433,0.0733,0.0682,0.0222,0.0272,0.0635,0.0674,0.0591,0.0037,0.0214,0.0707,0.7607,0.2457,0.015995326582841900,0.018777122510292600,23,27,8.157387088543000,10.196733860678700,39961,4.22542471856559E-05,334
158833_NT_AL_AA.fasta,167,331,LG+I+G4,-12843.9674,26307.7976,27620.0402,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8493,0.0803,0.005427212041174450,0.009045353401957410,3,5,1.5565048543689300,1.945631067961170,1002,1.12914130215398E-05,324
139716_NT_AL_AA.fasta,176,617,LG+I+G4+F,-25098.5726,50937.1453,52574.3468,ModelTest-NG,0.0545,0.0771,0.0401,0.0526,0.0199,0.0444,0.0641,0.0391,0.0275,0.026,0.0938,0.042,0.0184,0.03,0.0879,0.1325,0.0546,0.0173,0.0217,0.0563,1.4364,0.1598,0.01841756298806540,0.01933844113746870,20,21,2.42814404432133,3.035180055401660,10957,2.5374521752154E-05,336
404281_NT_AL_AA.fasta,103,484,LG+I+G4,-15238.2468,30886.4936,31743.821,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.6154,0.1397,0.04011875150445320,0.05014843938056650,20,25,8.383120204603580,10.478900255754500,16389,0.0001108366194338,196
407_NT_AL_AA.fasta,157,403,LG+G4,-12706.5742,26037.1483,27284.8165,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.4874,0.0,0.0158050291602788,0.01896603499233460,10,12,3.296708286038590,4.12088535754824,7261,3.39846543837887E-05,300
2705_NT_AL_AA.fasta,181,285,LG+I+G4,-2374.1794,5470.3588,6788.9074,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6908,0.3922,0.003877096055054760,0.011631288165164300,2,6,1.0,1.1002949852507400,373,7.3613309286319E-05,348
100329135_NT_AL_AA.fasta,159,127,LG+G4,-6631.0792,13892.8812,14792.9215,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.7274,0.0221,0.029713266973703800,0.04952211162283960,6,10,2.630918918918920,3.288648648648650,3042,3.61198275278236E-05,308
1736_NT_AL_AA.fasta,184,601,LG+I+G4,-9904.8564,20501.2822,22157.9971,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5185,0.3932,0.015372929176011000,0.016277219127541100,17,18,5.9590618336887,7.448827292110870,20961,6.27352572145546E-05,352
2710_NT_AL_AA.fasta,174,593,LG+I+G4,-6203.8752,13101.7505,14623.4129,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6034,0.551,0.003876645151286080,0.0067841290147506400,4,7,4.637894736842110,5.797368421052630,4406,3.53962936862666E-05,334
51260_NT_AL_AA.fasta,169,191,LG+I+G4,-4206.3398,9086.6795,10182.6957,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5402,0.2642,0.009293968214628710,0.015489947024381200,3,5,4.938369781312130,6.172962226640160,3105,3.17476695226341E-05,322
9016_NT_AL_AA.fasta,120,318,LG+I+G4,-2414.3611,5306.7221,6205.8524,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4088,0.6408,0.0,0.010482180293501000,0,4,13.353846153846200,16.692307692307700,1085,5.46739383004606E-05,226
64219_NT_AL_AA.fasta,171,637,LG+I+G4+F,-19971.5791,40663.1583,42267.5954,ModelTest-NG,0.0779,0.0767,0.034,0.0748,0.0224,0.0333,0.107,0.0656,0.0192,0.0186,0.0569,0.0434,0.0187,0.0262,0.0743,0.1141,0.039,0.0142,0.0297,0.054,1.5439,0.2112,0.015606782524075800,0.020197012678215700,17,22,3.1302509907529700,3.912813738441220,11848,3.20891254890506E-05,330
29978_NT_AL_AA.fasta,161,655,LG+I+G4+F,-8323.5663,17327.1327,18851.9086,ModelTest-NG,0.0842,0.0322,0.0637,0.0194,0.0001,0.101,0.0452,0.082,0.0069,0.054,0.0854,0.0176,0.0499,0.0272,0.1053,0.1101,0.0749,0.0016,0.0065,0.0326,0.9148,0.4007,0.020861979043193800,0.027499881466028200,22,29,1.2765714285714300,1.5957142857142900,5585,0.0001173544172432,310
5277_NT_AL_AA.fasta,185,488,LG+I+G4+F,-10387.9068,21551.8136,23177.6559,ModelTest-NG,0.0562,0.0611,0.0394,0.0411,0.0252,0.0233,0.0502,0.0621,0.0408,0.0707,0.1064,0.0428,0.0192,0.0429,0.0479,0.0741,0.0675,0.0064,0.032,0.0908,0.6211,0.4815,0.003322995126273820,0.00664599025254763,3,6,4.984037558685450,6.230046948356810,3981,1.40165083320355E-05,356
8277_NT_AL_AA.fasta,175,608,LG+G4+F,-27113.3198,54960.6396,56579.1738,ModelTest-NG,0.1036,0.0506,0.0361,0.0579,0.0263,0.0308,0.0593,0.0677,0.0252,0.0758,0.0662,0.045,0.0274,0.0439,0.0424,0.0728,0.0562,0.0087,0.0252,0.0789,1.2196,0.0,0.015977443609022600,0.01879699248120300,17,20,2.2394052044609700,2.799256505576210,9036,2.1866242422165E-05,336
79135_NT_AL_AA.fasta,181,199,LG+I+G4,-6412.5593,13547.1186,14736.0016,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1054,0.1104,0.005552625003470390,0.011105250006940800,2,4,2.4183908045977000,3.022988505747130,1315,1.22964174387792E-05,346
4303_NT_AL_AA.fasta,177,529,LG+I+G4+F,-12666.392,26076.7839,27665.5916,ModelTest-NG,0.0783,0.0482,0.0324,0.0472,0.0097,0.0236,0.0695,0.0828,0.0171,0.0281,0.1055,0.0411,0.0267,0.0204,0.1264,0.1266,0.0508,0.0159,0.0119,0.0377,0.8532,0.1343,0.017087992481283300,0.020291991071523900,16,19,1.8165434706089400,2.270679338261180,6451,4.29535868085853E-05,340
3358_NT_AL_AA.fasta,168,478,LG+I+G4,-8738.5673,18147.1345,19543.9541,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6709,0.3344,0.01867901972504480,0.02116955568838410,15,17,1.9961873186904300,2.4952341483630300,6021,6.952939463798E-05,322
55869_NT_AL_AA.fasta,175,378,LG+I+G4,-4323.0873,9344.1746,10717.4527,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7753,0.4824,0.006046863189720330,0.009070294784580500,4,6,4.739323220536760,5.924154025670950,5077,4.82795579523674E-05,336
10084_NT_AL_AA.fasta,185,469,LG+I+G4+F,-4733.1147,10242.2294,11852.6633,ModelTest-NG,0.0747,0.1023,0.0245,0.1087,0.0041,0.0198,0.1034,0.0499,0.0334,0.0132,0.066,0.0855,0.0083,0.0089,0.0843,0.0785,0.0401,0.016,0.0396,0.0388,0.5539,0.421,0.016135538523598200,0.01959315392151210,14,17,11.898558225508300,14.873197781885400,40232,0.000107690116479,356
10943_NT_AL_AA.fasta,180,526,LG+I+G4,-7621.6997,15961.3993,17492.6425,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6113,0.3372,0.0042247570764681000,0.0063371356147021500,4,6,4.899497487437190,6.124371859296480,4875,1.90507034472248E-05,346
8544_NT_AL_AA.fasta,186,298,LG+G4,-6452.818,13645.6361,15013.5607,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6861,0.0,0.010824853864472800,0.012628996175218300,6,7,2.3957295373665500,2.994661921708190,3366,3.44226787199E-05,356
2623_NT_AL_AA.fasta,177,436,LG+I+G4+F,-8110.9483,16965.8967,18482.7796,ModelTest-NG,0.0923,0.048,0.0305,0.027,0.0289,0.0221,0.0336,0.1187,0.0154,0.0117,0.0951,0.0367,0.0165,0.0294,0.1142,0.1041,0.0875,0.0074,0.0341,0.0469,1.212,0.2944,0.020732908308713000,0.025916135385891300,16,20,1.5003869152303900,1.875483644037990,5332,6.58908627676359E-05,338
6535_NT_AL_AA.fasta,177,641,LG+I+G4,-6818.6359,14310.9038,15918.7211,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4987,0.5402,0.0026441735635527100,0.004406955939254520,3,5,9.339130434782610,11.673913043478300,8592,2.65843438153186E-05,342
170302_NT_AL_AA.fasta,173,599,LG+I+G4+F,-5627.1233,11982.2466,13582.1218,ModelTest-NG,0.1692,0.0645,0.0082,0.0438,0.0141,0.0333,0.0898,0.0798,0.0194,0.0135,0.1088,0.0386,0.0086,0.0276,0.1008,0.0833,0.0473,0.0061,0.0153,0.028,0.6193,0.425,0.020264988854256100,0.02122998832350640,21,22,5.9567456230690000,7.445932028836250,21690,0.0002168114597461,338
6134_NT_AL_AA.fasta,174,216,LG+G4,-973.4425,2636.7946,3806.7313,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.1837,0.6012,0.0026607066836951900,0.005321413367390380,1,2,3.630769230769230,4.538461538461540,826,0.0001880995673709,334
139628_NT_AL_AA.fasta,62,327,LG+G4,-8883.8416,17968.0184,18474.0583,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.4396,0.0397,0.04439183190292990,0.054256683436914300,9,11,3.1459074733096100,3.9323843416370100,2210,0.0001246385482101,116
139231_NT_AL_AA.fasta,180,392,LG+I+G4,-2715.1849,6148.3697,7574.0527,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4363,0.6312,0.001417233560090700,0.004251700680272110,1,3,8.333014354066990,10.416267942583700,2177,3.70600279803211E-05,346
1896_NT_AL_AA.fasta,163,402,LG+I+G4+F,-5510.3943,11708.7886,13083.5682,ModelTest-NG,0.0642,0.0595,0.0366,0.0315,0.0199,0.0377,0.0586,0.1352,0.0194,0.0364,0.0774,0.0521,0.0134,0.0357,0.1192,0.0703,0.0503,0.0028,0.0265,0.0531,0.652,0.4187,0.010682782406983500,0.012208894179409700,7,8,6.130400000000000,7.663,7663,6.872726273058E-05,312
54457_NT_AL_AA.fasta,174,479,LG+G4,-23541.4882,47772.506,49218.3847,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.2108,0.022,0.020396899671250000,0.031195258320735200,17,26,6.350091207588470,7.937614009485590,21757,2.78314810296095E-05,334
10134_NT_AL_AA.fasta,185,249,LG+I+G4,-5704.9343,12147.8687,13445.8088,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5741,0.3419,0.006512536633018560,0.008683382177358080,3,4,2.3741496598639500,2.967687074829930,1745,1.83380488316043E-05,356
51442_NT_AL_AA.fasta,183,253,LG+I+G4+F,-14445.2911,29658.5822,31015.4038,ModelTest-NG,0.0593,0.0464,0.0397,0.0384,0.0178,0.0616,0.0609,0.0576,0.0304,0.0205,0.0813,0.0349,0.0252,0.0384,0.1105,0.1432,0.0413,0.0216,0.0236,0.0473,2.4264,0.038,0.03239810795049570,0.03455798181386210,15,16,3.175709779179810,3.9696372239747600,10067,2.8875486109494E-05,350
203447_NT_AL_AA.fasta,163,1649,LG+I+G4,-54264.5991,109179.1983,110936.7737,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8354,0.0816,0.013765546696826900,0.01488167210467770,37,40,3.1317498788172600,3.9146873485215700,24228,2.78044989845941E-05,316
399668_NT_AL_AA.fasta,29,78,LG+G4,-379.5182,871.0365,1003.0122,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4425,0.0,0.0,0.044208664898320100,0,1,3.2,4.0,4,0.0007593014426727,50
10735_NT_AL_AA.fasta,181,1272,LG+I+G4,-6060.5714,12843.1429,14701.6957,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8896,0.7569,0.0013030334618993000,0.004343444872997670,3,10,4.66051282051282,5.825641025641030,3408,7.78643602843846E-05,346
7569_NT_AL_AA.fasta,121,835,LG+I+G4,-11364.2265,23129.2581,24349.764,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6889,0.2833,0.01286682832681740,0.013856584351957200,13,14,13.608101265822800,17.01012658227850,26876,7.04578192522077E-05,232
1121_NT_AL_AA.fasta,168,657,LG+I+G4,-20030.1195,40730.239,42233.6132,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8574,0.1631,0.0036239762267159500,0.004529970283394940,4,5,5.641798298906440,7.05224787363305,5804,8.08606447648123E-06,322
8450_NT_AL_AA.fasta,183,1076,LG+I+G4,-7703.5953,16137.1907,17955.2578,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7433,0.5606,0.01066487902980070,0.012696284559286600,21,25,7.023260437375750,8.779075546719680,35327,0.0001706801231865,352
347516_NT_AL_AA.fasta,168,338,LG+I+G4,-15312.4296,31294.8592,32575.5795,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.219,0.0788,0.0035221189067342900,0.01232741617357000,2,7,2.468041237113400,3.0850515463917500,1197,1.01396682976511E-05,326
2846_NT_AL_AA.fasta,169,370,LG+G4,-3532.1337,7708.4972,9051.2044,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6257,0.0,0.0,0.006396929473852550,0,4,14.704761904761900,18.38095238095240,386,2.42428650217883E-05,324
140456_NT_AL_AA.fasta,183,475,LG+I+G4,-7967.9996,16665.9991,18185.609,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.95,0.2739,0.003451251078515960,0.00460166810468795,3,4,44.742647058823500,55.92830882352940,30425,1.39023222836352E-05,352
55916_NT_AL_AA.fasta,175,144,LG+I+G4,-3875.5954,8449.1907,9485.6556,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8507,0.273,0.007936507936507940,0.015873015873015900,2,4,1.4543535620052800,1.8179419525066000,689,2.54085482825939E-05,336
56849_NT_AL_AA.fasta,162,100,LG+G4,-3461.3601,7566.7203,8405.5851,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.5715,0.0,0.0,0.037037037037037000,0,6,2.838709677419360,3.548387096774190,220,3.60284624853634E-05,312
644353_NT_AL_AA.fasta,129,430,LG+G4,-18060.1836,36632.3671,37672.6961,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.7643,0.0,0.04326663061114120,0.059491617090319100,24,33,1.5551629607066700,1.9439537008833400,6382,7.86463988917757E-05,250
680_NT_AL_AA.fasta,184,408,LG+I+G4,-12085.4288,24904.8576,26376.9927,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9005,0.2556,0.009324381926683720,0.013320545609548200,7,10,1.5510703363914400,1.9388379204893000,2536,1.9309229357298E-05,356
51311_NT_AL_AA.fasta,186,1052,LG+I+G4,-53905.3101,108552.6202,110392.2046,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.95,0.2073,0.007154830532728240,0.011243305122858700,14,22,1.3808807733619800,1.7261009667024700,4821,8.72874127186489E-06,358
254065_NT_AL_AA.fasta,179,1838,LG+I+G4,-24484.9862,49652.0107,51653.3391,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6552,0.3661,0.007902687521656400,0.009422435121974940,26,31,2.2768152618259700,2.8460190772824600,14620,4.42078077193037E-05,346
51186_NT_AL_AA.fasta,162,119,LG+G4,-2775.1377,6193.4177,7089.1531,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9025,0.1045,0.015561780267662600,0.03631082062454610,3,7,4.54478527607362,5.680981595092030,2778,6.00936258691041E-05,312
23133_NT_AL_AA.fasta,177,1037,LG+I+G4,-13746.0148,28182.9864,29943.2924,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6766,0.4074,0.0065377637579066100,0.007082577404398830,12,13,3.347069943289230,4.183837429111530,8853,3.44091941366733E-05,338
55344_NT_AL_AA.fasta,128,318,LG+I+G4+F,-13331.2974,27210.5948,28241.3969,ModelTest-NG,0.0511,0.056,0.0356,0.0472,0.0301,0.0382,0.0629,0.0667,0.0369,0.0494,0.1356,0.0327,0.0246,0.0224,0.0596,0.0599,0.0563,0.0312,0.0274,0.0764,0.7892,0.1364,0.017197327044025200,0.019654088050314500,7,8,3.662008733624460,4.577510917030570,4193,3.03520841764468E-05,238
63932_NT_AL_AA.fasta,184,223,LG+I+G4,-1289.4333,3312.8666,4563.2987,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8572,0.5162,0.002437122246051860,0.004874244492103720,1,2,5.687128712871290,7.108910891089110,1436,7.38297977063543E-05,354
2010_NT_AL_AA.fasta,165,299,LG+G4+F,-8921.9652,18535.8512,19821.9843,ModelTest-NG,0.0642,0.0709,0.02,0.0724,0.0019,0.0417,0.0623,0.0513,0.0181,0.022,0.0875,0.0339,0.0163,0.0444,0.0656,0.1537,0.0441,0.0106,0.0733,0.0457,0.8476,0.0601,0.032431336779162900,0.038512212425255900,16,19,2.497297297297300,3.121621621621620,8316,6.61853416487336E-05,318
26576_NT_AL_AA.fasta,179,589,LG+I+G4,-8884.3733,18457.6106,20045.8448,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5011,0.3507,0.016124289819882200,0.018969752729273200,17,20,2.584483375044690,3.2306042188058600,9036,8.65715783168613E-05,344
190_NT_AL_AA.fasta,182,508,LG+I+G4+F,-21639.9539,44043.9077,45659.9516,ModelTest-NG,0.0938,0.0657,0.0193,0.0278,0.0472,0.0637,0.064,0.0803,0.0229,0.0313,0.122,0.0311,0.0271,0.0292,0.0742,0.0614,0.0441,0.0208,0.0262,0.048,1.1025,0.1121,0.027039889244613700,0.03028467595396730,25,28,2.514093959731540,3.1426174496644300,13111,3.37634026374951E-05,352
51765_NT_AL_AA.fasta,186,424,LG+I+G4,-3181.4483,7104.8967,8607.3478,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5436,0.6003,0.006340028403327250,0.007608034083992700,5,6,2.3467811158798300,2.933476394849790,2734,7.62570277783555E-05,356
85012_NT_AL_AA.fasta,83,212,LG+G4,-6788.8163,13905.6325,14456.1127,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.9366,0.0,0.0681973175721755,0.08524664696521940,12,15,1.3110679611650500,1.6388349514563100,1688,0.000178517117808,158
55285_NT_AL_AA.fasta,178,438,LG+G4,-9089.8606,18887.1445,20332.8267,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5619,0.0985,0.002565286542506800,0.003847929813760200,2,3,6.36923076923077,7.961538461538460,3312,8.76430334305587E-06,342
5255_NT_AL_AA.fasta,169,1263,LG+I+G4,-20761.3374,42170.15,43929.2745,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.516,0.3187,0.0037480030171424300,0.004216503394285230,8,9,5.655827338129500,7.069784172661870,9827,1.63979176573742E-05,324
